game_id,game_date,away,home,final_away_total,final_home_total,before_target_team,after_target_team,changed_target_team,before_target_side,after_target_side,changed_target_side,before_confidence,after_confidence,changed_confidence,before_profile_type,after_profile_type,changed_profile_type,before_model_result,after_model_result,changed_model_result,before_predicted_team,after_predicted_team,changed_predicted_team,before_actual_winner,after_actual_winner,changed_actual_winner,before_signal_gap,after_signal_gap,changed_signal_gap,before_core_area_split,after_core_area_split,changed_core_area_split,before_core_area_leader,after_core_area_leader,changed_core_area_leader,before_core_gap,after_core_gap,changed_core_gap,before_team_comp_away_count,after_team_comp_away_count,changed_team_comp_away_count,before_team_comp_home_count,after_team_comp_home_count,changed_team_comp_home_count,before_team_comp_neutral_count,after_team_comp_neutral_count,changed_team_comp_neutral_count,before_edge_strength,after_edge_strength,changed_edge_strength,before_edge_score,after_edge_score,changed_edge_score,before_signal_alignment_code,after_signal_alignment_code,changed_signal_alignment_code,before_ranking_available,after_ranking_available,before_ranking_as_of_date,after_ranking_as_of_date,before_ranking_window_type,after_ranking_window_type,before_ranking_max_data_lag_days,after_ranking_max_data_lag_days,before_ranking_away_metric_count,after_ranking_away_metric_count,before_ranking_home_metric_count,after_ranking_home_metric_count,before_ranking_source_data_dates,after_ranking_source_data_dates,before_lean_summary,after_lean_summary,before_confidence_context,after_confidence_context,before_core_area_leaders_json,after_core_area_leaders_json
20260104_DET@CHI,2026-01-04,DET,CHI,19,16,None,None,False,,,False,Low,Low,False,no_clear_edge,no_clear_edge,False,No Pick,No Pick,False,None,None,False,DET,DET,False,0,2,True,1-3,2-1,True,home,away,True,0.178,0.141,True,2,3,True,3,2,True,0,0,False,low,low,False,0.2,0.2,False,not_applicable,not_applicable,False,True,True,2026-01-03,2026-01-03,regular_season_to_date,regular_season_to_date,9,9,52,52,52,52,"2025-12-25,2025-12-28","2025-12-25,2025-12-28",No strong directional edge,No strong directional edge,Signals are not separated enough to support a clear lean,Signals are not separated enough to support a clear lean,"{""Defensive Control"": ""home"", ""Disruption and Turnovers"": ""home"", ""Offensive Output"": ""home"", ""Scoring Efficiency"": ""away""}","{""Defensive Control"": ""away"", ""Disruption and Turnovers"": ""home"", ""Offensive Output"": ""neutral"", ""Scoring Efficiency"": ""away""}"
20260104_IND@HOU,2026-01-04,IND,HOU,30,38,None,None,False,,,False,Low,Low,False,no_clear_edge,no_clear_edge,False,No Pick,No Pick,False,None,None,False,HOU,HOU,False,1,1,False,2-2,2-2,False,neutral,neutral,False,0.038,0.079,True,3,3,False,2,2,False,0,0,False,low,low,False,0.2,0.2,False,not_applicable,not_applicable,False,True,True,2026-01-03,2026-01-03,regular_season_to_date,regular_season_to_date,7,7,52,52,52,52,"2025-12-27,2025-12-28","2025-12-27,2025-12-28",No strong directional edge,No strong directional edge,Signals are not separated enough to support a clear lean,Signals are not separated enough to support a clear lean,"{""Defensive Control"": ""home"", ""Disruption and Turnovers"": ""home"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""away""}","{""Defensive Control"": ""home"", ""Disruption and Turnovers"": ""home"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""away""}"
20260104_KC@LV,2026-01-04,KC,LV,12,14,KC edge,KC edge,False,away,away,False,High,High,False,confirmed_edge,confirmed_edge,False,Incorrect,Incorrect,False,KC,KC,False,LV,LV,False,7,7,False,4-0,4-0,False,away,away,False,0.538,0.583,True,5,5,False,0,0,False,0,0,False,strong,strong,False,1.0,1.0,False,mixed,mixed,False,True,True,2026-01-03,2026-01-03,regular_season_to_date,regular_season_to_date,9,9,52,52,52,52,"2025-12-25,2025-12-28","2025-12-25,2025-12-28",KC holds the broader matchup edge,KC holds the broader matchup edge,Core Areas support the same side as the signal lean,Core Areas support the same side as the signal lean,"{""Defensive Control"": ""away"", ""Disruption and Turnovers"": ""away"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""away""}","{""Defensive Control"": ""away"", ""Disruption and Turnovers"": ""away"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""away""}"
20260110_GB@CHI,2026-01-10,GB,CHI,27,31,None,None,False,,,False,Low,Low,False,no_clear_edge,no_clear_edge,False,No Pick,No Pick,False,None,None,False,CHI,CHI,False,2,2,False,1-3,1-2,True,home,neutral,True,0.241,0.038,True,2,2,False,3,3,False,0,0,False,low,low,False,0.2,0.2,False,not_applicable,not_applicable,False,True,True,2026-01-04,2026-01-04,regular_season_to_date,regular_season_to_date,0,0,52,52,52,52,2026-01-04,2026-01-04,No strong directional edge,No strong directional edge,Signals are not separated enough to support a clear lean,Signals are not separated enough to support a clear lean,"{""Defensive Control"": ""away"", ""Disruption and Turnovers"": ""home"", ""Offensive Output"": ""home"", ""Scoring Efficiency"": ""home""}","{""Defensive Control"": ""away"", ""Disruption and Turnovers"": ""home"", ""Offensive Output"": ""home"", ""Scoring Efficiency"": ""neutral""}"
20260110_LAR@CAR,2026-01-10,LAR,CAR,34,31,LAR edge,LAR edge,False,away,away,False,High,High,False,confirmed_edge,confirmed_edge,False,Correct,Correct,False,LAR,LAR,False,LAR,LAR,False,9,9,False,4-0,4-0,False,away,away,False,0.679,0.659,True,5,5,False,0,0,False,0,0,False,strong,strong,False,1.0,1.0,False,strong,strong,False,True,True,2026-01-04,2026-01-04,regular_season_to_date,regular_season_to_date,1,1,52,52,52,52,"2026-01-03,2026-01-04","2026-01-03,2026-01-04",LAR holds the broader matchup edge,LAR holds the broader matchup edge,Core Areas support the same side as the signal lean,Core Areas support the same side as the signal lean,"{""Defensive Control"": ""away"", ""Disruption and Turnovers"": ""away"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""away""}","{""Defensive Control"": ""away"", ""Disruption and Turnovers"": ""away"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""away""}"
20260111_BUF@JAX,2026-01-11,BUF,JAX,27,24,None,None,False,,,False,Low,Low,False,no_clear_edge,no_clear_edge,False,No Pick,No Pick,False,None,None,False,BUF,BUF,False,1,0,True,2-2,3-1,True,home,away,True,0.085,0.091,True,3,3,False,2,2,False,0,0,False,low,low,False,0.2,0.2,False,not_applicable,not_applicable,False,True,True,2026-01-04,2026-01-04,regular_season_to_date,regular_season_to_date,0,0,52,52,52,52,2026-01-04,2026-01-04,No strong directional edge,No strong directional edge,Signals are not separated enough to support a clear lean,Signals are not separated enough to support a clear lean,"{""Defensive Control"": ""home"", ""Disruption and Turnovers"": ""home"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""away""}","{""Defensive Control"": ""home"", ""Disruption and Turnovers"": ""away"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""away""}"
20260111_LAC@NE,2026-01-11,LAC,NE,3,16,NE edge,NE edge,False,home,home,False,High,High,False,confirmed_edge,confirmed_edge,False,Correct,Correct,False,NE,NE,False,NE,NE,False,7,6,True,0-4,0-4,False,home,home,False,0.343,0.276,True,0,1,True,4,4,False,1,0,True,moderate,strong,True,0.8,0.6,True,mixed,mixed,False,True,True,2026-01-04,2026-01-04,regular_season_to_date,regular_season_to_date,0,0,52,52,52,52,2026-01-04,2026-01-04,NE holds the broader matchup edge,NE holds the broader matchup edge,Core Areas support the same side as the signal lean,Core Areas support the same side as the signal lean,"{""Defensive Control"": ""home"", ""Disruption and Turnovers"": ""home"", ""Offensive Output"": ""home"", ""Scoring Efficiency"": ""home""}","{""Defensive Control"": ""home"", ""Disruption and Turnovers"": ""home"", ""Offensive Output"": ""home"", ""Scoring Efficiency"": ""home""}"
20260111_SF@PHI,2026-01-11,SF,PHI,23,19,PHI edge,PHI edge,False,home,home,False,Low,Low,False,coin_flip_profile,split_profile,True,Incorrect,Incorrect,False,PHI,PHI,False,SF,SF,False,5,5,False,2-2,2-3,True,neutral,home,True,0.0,0.209,True,2,2,False,3,3,False,0,0,False,low,low,False,0.2,0.2,False,mixed,mixed,False,True,True,2026-01-04,2026-01-04,regular_season_to_date,regular_season_to_date,1,1,52,52,55,55,"2026-01-03,2026-01-04","2026-01-03,2026-01-04","This matchup is close overall, with a slight lean toward PHI","PHI shows a slight signal lean, but the broader profile is mixed","Core Areas are nearly even, limiting confidence","Core Areas are split, limiting confidence","{""Defensive Control"": ""home"", ""Disruption and Turnovers"": ""home"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""away""}","{""Defensive Control"": ""home"", ""Disruption and Turnovers"": ""home"", ""Field Control (Special Teams)"": ""home"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""away""}"
20260112_HOU@PIT,2026-01-12,HOU,PIT,30,6,None,None,False,,,False,Low,Low,False,no_clear_edge,no_clear_edge,False,No Pick,No Pick,False,None,None,False,HOU,HOU,False,1,0,True,2-0,2-2,True,neutral,neutral,False,0.057,0.004,True,2,2,False,3,3,False,0,0,False,low,low,False,0.2,0.2,False,not_applicable,not_applicable,False,True,True,2026-01-04,2026-01-04,regular_season_to_date,regular_season_to_date,0,0,52,52,52,52,2026-01-04,2026-01-04,No strong directional edge,No strong directional edge,Signals are not separated enough to support a clear lean,Signals are not separated enough to support a clear lean,"{""Defensive Control"": ""neutral"", ""Disruption and Turnovers"": ""away"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""neutral""}","{""Defensive Control"": ""away"", ""Disruption and Turnovers"": ""home"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""home""}"
20260117_BUF@DEN,2026-01-17,BUF,DEN,30,33,BUF edge,BUF edge,False,away,away,False,Low,Low,False,coin_flip_profile,coin_flip_profile,False,Incorrect,Incorrect,False,BUF,BUF,False,DEN,DEN,False,6,7,True,2-2,2-2,False,neutral,neutral,False,0.0,0.004,True,4,4,False,1,1,False,0,0,False,strong,strong,False,0.6,0.6,False,strong,strong,False,True,True,2026-01-12,2026-01-12,regular_plus_postseason_to_date,regular_plus_postseason_to_date,8,8,52,52,52,52,"2026-01-04,2026-01-11","2026-01-04,2026-01-11","This matchup is close overall, with a slight lean toward BUF","This matchup is close overall, with a slight lean toward BUF","Core Areas are nearly even, limiting confidence","Core Areas are nearly even, limiting confidence","{""Defensive Control"": ""home"", ""Disruption and Turnovers"": ""home"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""away""}","{""Defensive Control"": ""home"", ""Disruption and Turnovers"": ""home"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""away""}"
20260117_SF@SEA,2026-01-17,SF,SEA,6,41,SEA edge,SEA edge,False,home,home,False,Low,Low,False,coin_flip_profile,coin_flip_profile,False,Correct,Correct,False,SEA,SEA,False,SEA,SEA,False,6,7,True,2-2,2-2,False,neutral,neutral,False,0.03,0.023,True,2,2,False,3,3,False,0,0,False,low,low,False,0.2,0.2,False,strong,strong,False,True,True,2026-01-12,2026-01-12,regular_plus_postseason_to_date,regular_plus_postseason_to_date,9,9,52,52,52,52,"2026-01-03,2026-01-11","2026-01-03,2026-01-11","This matchup is close overall, with a slight lean toward SEA","This matchup is close overall, with a slight lean toward SEA","Core Areas are nearly even, limiting confidence","Core Areas are nearly even, limiting confidence","{""Defensive Control"": ""home"", ""Disruption and Turnovers"": ""home"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""away""}","{""Defensive Control"": ""home"", ""Disruption and Turnovers"": ""home"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""away""}"
20260118_HOU@NE,2026-01-18,HOU,NE,16,28,None,None,False,,,False,Low,Low,False,no_clear_edge,no_clear_edge,False,No Pick,No Pick,False,None,None,False,NE,NE,False,2,2,False,2-2,2-2,False,home,neutral,True,0.129,0.046,True,2,2,False,3,3,False,0,0,False,low,low,False,0.2,0.2,False,not_applicable,not_applicable,False,True,True,2026-01-17,2026-01-17,regular_plus_postseason_to_date,regular_plus_postseason_to_date,6,6,52,52,52,52,"2026-01-11,2026-01-12","2026-01-11,2026-01-12",No strong directional edge,No strong directional edge,Signals are not separated enough to support a clear lean,Signals are not separated enough to support a clear lean,"{""Defensive Control"": ""away"", ""Disruption and Turnovers"": ""away"", ""Offensive Output"": ""home"", ""Scoring Efficiency"": ""home""}","{""Defensive Control"": ""away"", ""Disruption and Turnovers"": ""away"", ""Offensive Output"": ""home"", ""Scoring Efficiency"": ""home""}"
20260118_LAR@CHI,2026-01-18,LAR,CHI,20,17,None,None,False,,,False,Low,Low,False,no_clear_edge,no_clear_edge,False,No Pick,No Pick,False,None,None,False,LAR,LAR,False,0,1,True,4-0,4-0,False,away,away,False,0.318,0.482,True,3,3,False,2,2,False,0,0,False,low,low,False,0.2,0.2,False,not_applicable,not_applicable,False,True,True,2026-01-17,2026-01-17,regular_plus_postseason_to_date,regular_plus_postseason_to_date,7,7,52,52,52,52,2026-01-10,2026-01-10,No strong directional edge,No strong directional edge,Signals are not separated enough to support a clear lean,Signals are not separated enough to support a clear lean,"{""Defensive Control"": ""away"", ""Disruption and Turnovers"": ""away"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""away""}","{""Defensive Control"": ""away"", ""Disruption and Turnovers"": ""away"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""away""}"
20260125_LAR@SEA,2026-01-25,LAR,SEA,27,31,None,None,False,,,False,Low,Low,False,no_clear_edge,no_clear_edge,False,No Pick,No Pick,False,None,None,False,SEA,SEA,False,0,0,False,3-1,3-1,False,away,away,False,0.314,0.186,True,2,2,False,3,3,False,0,0,False,low,low,False,0.2,0.2,False,not_applicable,not_applicable,False,True,True,2026-01-18,2026-01-18,regular_plus_postseason_to_date,regular_plus_postseason_to_date,1,1,52,52,52,52,"2026-01-17,2026-01-18","2026-01-17,2026-01-18",No strong directional edge,No strong directional edge,Signals are not separated enough to support a clear lean,Signals are not separated enough to support a clear lean,"{""Defensive Control"": ""home"", ""Disruption and Turnovers"": ""away"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""away""}","{""Defensive Control"": ""home"", ""Disruption and Turnovers"": ""away"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""away""}"
20260125_NE@DEN,2026-01-25,NE,DEN,10,7,NE edge,NE edge,False,away,away,False,High,Medium,True,confirmed_edge,confirmed_edge,False,Correct,Correct,False,NE,NE,False,NE,NE,False,8,4,True,2-0,3-1,True,away,away,False,0.234,0.136,True,4,2,True,1,3,True,0,0,False,strong,low,True,0.6,0.2,True,strong,strong,False,True,True,2026-01-18,2026-01-18,regular_plus_postseason_to_date,regular_plus_postseason_to_date,1,1,52,52,52,52,"2026-01-17,2026-01-18","2026-01-17,2026-01-18",NE holds the broader matchup edge,NE holds the broader matchup edge,Core Areas support the same side as the signal lean,Core Areas support the same side as the signal lean,"{""Defensive Control"": ""neutral"", ""Disruption and Turnovers"": ""neutral"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""away""}","{""Defensive Control"": ""home"", ""Disruption and Turnovers"": ""away"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""away""}"
20260208_SEA@NE,2026-02-08,SEA,NE,29,13,None,None,False,,,False,Low,Low,False,no_clear_edge,no_clear_edge,False,No Pick,No Pick,False,None,None,False,SEA,SEA,False,0,1,True,1-3,1-3,False,home,neutral,True,0.177,0.007,True,3,3,False,2,2,False,0,0,False,low,low,False,0.2,0.2,False,not_applicable,not_applicable,False,True,True,2026-01-25,2026-01-25,regular_plus_postseason_to_date,regular_plus_postseason_to_date,0,0,52,52,52,52,2026-01-25,2026-01-25,No strong directional edge,No strong directional edge,Signals are not separated enough to support a clear lean,Signals are not separated enough to support a clear lean,"{""Defensive Control"": ""away"", ""Disruption and Turnovers"": ""home"", ""Offensive Output"": ""home"", ""Scoring Efficiency"": ""home""}","{""Defensive Control"": ""away"", ""Disruption and Turnovers"": ""home"", ""Offensive Output"": ""home"", ""Scoring Efficiency"": ""home""}"
